text,label,lang,id
Skattefradrag på 130 % for udgifter til forskning og udvikling i perioden 2020-2021,Tax & Accounting,Danish,Denmark-13209
Mexico indfører nye regler for transfer pricing-justeringer for 2017,Tax & Accounting,Danish,Denmark-12214
"Tjek på politikker, forretningsgange og kontroller på hvidvaskområdet",Government & Controls,Danish,Denmark-13183
"Podcast: Nyt om skat, uge 22 - 5 gode råd til forældrekøbet",Tax & Accounting,Danish,Denmark-12809
Undersøgelse om erhvervsdrivende fonde,Finance,Danish,Denmark-12309
Ny praksis for opgørelse af overskudsvarmeafgift,Tax & Accounting,Danish,Denmark-13236
Finanstilsynet undersøger finansielle virksomheders opfattelse af risici,Government & Controls,Danish,Denmark-13077
IFRS news - februar,Tax & Accounting,Danish,Denmark-12021
Datatilsynet ændrer praksis i forhold til billeder på internettet,Government & Controls,Danish,Denmark-12907
"Podcast: Nyt om skat, uge 18 - digital EU-skat",Tax & Accounting,Danish,Denmark-12529
Begrænsning af skattefrie spaltninger er vedtaget,Tax & Accounting,Danish,Denmark-12179
E-handelsvirksomhed? De særlige momsregler om portoudlæg står for fald,Tax & Accounting,Danish,Denmark-11996
Mens vi venter på Brexit - refusion af moms i UK,Government & Controls,Danish,Denmark-12719
Kantinemoms - fokus på tid anvendt til rengøring mv.,Tax & Accounting,Danish,Denmark-13625
Brexit's betydning for varens oprindelse i UK og EU,Government & Controls,Danish,Denmark-13162
"Jeff Gravenhorst, Group CEO, ISS om motivation og ledelsesfilosofi",Business & Management,Danish,Denmark-12495
Ændring af beskatningen af deltagere i P/S'er og I/S'er mv.,Tax & Accounting,Danish,Denmark-12237
"Fast ejendom som en ""virksomhed"" - overdragelse uden moms",Tax & Accounting,Danish,Denmark-13165
Tak for din deltagerevaluering af Cybercrimekonferencen 2016,Technology,Danish,Denmark-12160
Regeringens vækstudspil - Få overblikket over de skatte- og afgiftsmæssige forslag,Tax & Accounting,Danish,Denmark-12356
Forlængelse af perioden for kompensation for aflyste arrangementer,Tax & Accounting,Danish,Denmark-13140
ESG og investorernes forventninger,Business & Management,Danish,Denmark-12722
Hvidvask skal prioriteres på agendaen,Government & Controls,Danish,Denmark-12796
GDPR og coronavirus - hvordan skal arbejdsgivere forholde sig?,Government & Controls,Danish,Denmark-13084
Finanstilsynet offentliggør register over kreditinstitutter og investeringsselskaber med betinget tilladelse efter § 33 i lov om finansiel virksomhed,Finance,Danish,Denmark-12763
CFOdirect: Investorer kigger på diversitet i bestyrelsen. Hvordan ser det ud i forhold til din industri? Læs også vores benchmarking-analyse af nyligt børsnoterede teknologivirksomheder,Business & Management,Danish,Denmark-12239
Væsentlige justeringer af aktieavance- og udbyttebeskatning mv.,Tax & Accounting,Danish,Denmark-13660
Erhvervsdrivende fonde - Erhvervsstyrelsen kontrollerer uddelinger,Finance,Danish,Denmark-12482
Godtgørelse af energiafgifter skæpper i kommunekassen,Tax & Accounting,Danish,Denmark-12521
Endnu et kapitel om kantinemomsen,Tax & Accounting,Danish,Denmark-12204
Ryd op i dit it-netværk,Technology,Danish,Denmark-13342
Definition af en virksomhed under IFRS 3,Tax & Accounting,Danish,Denmark-12596
Forsyningstilsynets konkurrenceanalyse af elsektoren,Industry,Danish,Denmark-12913
Robotics: Konkrete muligheder og udfordringer,Technology,Danish,Denmark-12471
Sæt digitalisering højere på agendaen,Technology,Danish,Denmark-13504
Stor investeringsvillighed i ny teknologi,Technology,Danish,Denmark-13479
Bahrain implementerer nationalt momssystem den 1. januar 2019,Tax & Accounting,Danish,Denmark-12653
SDC: Compliance-krav styrker konkurrencekraft og kundefokus,Government & Controls,Danish,Denmark-13455
Nye regler - Hvornår kan frivillig indbetaling af acontoskat betale sig?,Tax & Accounting,Danish,Denmark-13653
Så blev det vedtaget - elvarmeafgiften sænkes,Tax & Accounting,Danish,Denmark-12534
Topchefer i medie- og underholdningsbranchen tror på vækst,Industry,Danish,Denmark-12278
Uddannelse kommer til at spille en stor rolle i fremtiden,Business & Management,Danish,Denmark-13531
IFRS nyheder,Tax & Accounting,Danish,Denmark-13034
PwC's Cyber TV: Den nationale cyberstrategi,Technology,Danish,Denmark-12694
"Seks gode råd, der forbedrer din virksomheds likviditet op til årsskiftet",Tax & Accounting,Danish,Denmark-12171
Virksomhedernes behov,Business & Management,Danish,Denmark-13437
The European Commission Approves Expansion of the Danish Net Wage Scheme,Government & Controls,Danish,Denmark-12697
"I IFRS news, juni 2016 kan du læse om:",Tax & Accounting,Danish,Denmark-12095
Afgiftsregler for væksthusgartnerier,Tax & Accounting,Danish,Denmark-13602
IFRS 15: Sådan indregner du omsætning for olie- og gasindustrien,Tax & Accounting,Danish,Denmark-13318
Lovforslag om opgørelse af kooperationsbeskattede selskabers formue (L25 2016),Tax & Accounting,Danish,Denmark-12153
Opdatering af bekendtgørelse om økonomiske rammer for vandselskaber,Industry,Danish,Denmark-12892
Finansieringsbidrag - Ny lov fritager visse fuldt momsfritagne virksomheder,Tax & Accounting,Danish,Denmark-12000
"Morten Hesseldahl, Adm. direktør, Gyldendal taler ved Børsen Executive Club",Business & Management,Danish,Denmark-12828
Nye regler om genoptagelse vedrørende lagerbeskatning er vedtaget,Tax & Accounting,Danish,Denmark-12333
Mulighed for fritagelse for renter/gebyrer af ikke indbetalt A-skat/arbejdsmarkedsbidrag af løn for marts måned,Tax & Accounting,Danish,Denmark-13127
Det bliver billigere at varme op med el,Industry,Danish,Denmark-13221
Praksisændring! SKAT anerkender fuldt momsfradrag for holdingselskaber,Tax & Accounting,Danish,Denmark-13637
CFOdirect: Engagering af talent i M&A's og PwC's Risk in review undersøgelse for 2017,Business & Management,Danish,Denmark-12266
Afgifter - Så blev den nød knækket!,Tax & Accounting,Danish,Denmark-12408
Effekten af nedskrivninger i danske pengeinstitutters 2017 årsrapporter,Tax & Accounting,Danish,Denmark-12480
Værdiskabende compliance,Government & Controls,Danish,Denmark-12442
PSD2: Kan tvungen åbenhed blive en strategisk mulighed?,Finance,Danish,Denmark-13453
Fondshåndbogen 2018,Finance,Danish,Denmark-13447
IFRS 15 - udskydelse og ændringsforslag til Revenue from Contracts with Customers,Tax & Accounting,Danish,Denmark-13319
Lavere solvenskrav til alternative investeringer,Finance,Danish,Denmark-13332
Mere nyt om skattefradrag på 130 % for udgifter til forskning og udvikling i 2020 og 2021,Tax & Accounting,Danish,Denmark-13215
Når digitaliseringen rammer bestyrelseslokalet,Business & Management,Danish,Denmark-12275
Rusland indfører en række ændringer på skatteområdet,Tax & Accounting,Danish,Denmark-13045
Hvad bestyrelsen bør vide om Internet of Things (IoT),Business & Management,Danish,Denmark-13482
Datatilsynet offentliggør nye vilkår for kreditoplysningsbureauer og nye vejledninger,Government & Controls,Danish,Denmark-12908
Regeringens lovprogram 2018/2019: Personskat,Tax & Accounting,Danish,Denmark-12620
Succesfuld implementering af RPA tager tid,Technology,Danish,Denmark-13582
Forsinkelse af det nye boligskattesystem har medført ny politisk aftale med skattelettelser for boligejere,Tax & Accounting,Danish,Denmark-13168
Gode takter i regeringens finanslovsforslag,Government & Controls,Danish,Denmark-13299
Husk spilafgift af gevinsterne i jeres julekonkurrencer,Tax & Accounting,Danish,Denmark-12659
Finanstilsynet ændrer praksis i forhold til overdragelse af misligholdte fordringer,Government & Controls,Danish,Denmark-13002
IFRS 15 i ejendomsbranchen,Industry,Danish,Denmark-12272
Ny dansk ferielov under opsejling,Business & Management,Danish,Denmark-13337
Russia introduces a wide range of tax amendments,Tax & Accounting,Danish,Denmark-13046
"Hvordan skal din virksomhed forholde sig i forbindelse med genåbningen af samfundet, når du har søgt om lønkompensation?",Tax & Accounting,Danish,Denmark-13171
Regnskabshåndbogen 2016,Tax & Accounting,Danish,Denmark-13558
Nyt om skatteregler for medarbejderaktier,Tax & Accounting,Danish,Denmark-12054
Tjeklisten til selvangivelsen 2020 (for selskaber),Tax & Accounting,Danish,Denmark-13291
Ny undersøgelse om den kønsmæssige sammensætning af ledelsen,Business & Management,Danish,Denmark-12260
EBA ændrer ITS i forhold til finansiel rapportering,Tax & Accounting,Danish,Denmark-12857
Paying Taxes 2016: Skattebetaling i Europa,Tax & Accounting,Danish,Denmark-13520
PwC's Cybercrime Survey 2016,Technology,Danish,Denmark-12069
EBA med ny rapport om EØS-myndighedernes anvendelse af RTS-retningslinjer,Finance,Danish,Denmark-12998
Download Bestyrelsesarbejde i Danmark 2017,Business & Management,Danish,Denmark-13362
Søren Skou CEO hos A.P. Møller-Mærsk taler ved Børsen Executive Club,Business & Management,Danish,Denmark-12668
"EU-Rådet offentliggør sortliste over tredjelande, der ikke samarbejder på skatteområdet",Tax & Accounting,Danish,Denmark-12428
PwC's CXO Survey 2019: Global usikkerhed sender erhvervslederes tro på vækst på laveste niveau i fem år,Business & Management,Danish,Denmark-12789
Baselkomiteen offentliggør rapport om klimarelaterede finansielle risici,Government & Controls,Danish,Denmark-13161
"Grebet strammes om virksomheder med medarbejdere, der arbejder i udlandet",Business & Management,Danish,Denmark-12287
"Guide til IFRS 15 ""Revenue from contracts with customers""",Tax & Accounting,Danish,Denmark-12131
Få inspiration til at navigere på det russiske marked,Government & Controls,Danish,Denmark-13642
EU-Domstolen: Hvem er arbejdsgiver? (social sikring),Finance,Danish,Denmark-13223
"EU Benchmark reguleringen indebærer, at LIBOR skal udfases og erstattes med andre referencerenter.",Finance,Danish,Denmark-12724
"Likviditets-udfordringer som følge af COVID-19-krisen, og hvordan du tackler dem",Tax & Accounting,Danish,Denmark-13095
Vedtaget lovforslag om opgørelse af kooperationsbeskattede selskabers formue (L25 B 2016),Tax & Accounting,Danish,Denmark-12185
Ny definition af datterselskabsaktier - L 123 vedtaget,Finance,Danish,Denmark-12102
Krav om indsendelse af transfer pricing-dokumentation samtidig med selvangivelsen (oplysningsskemaet),Tax & Accounting,Danish,Denmark-12888
PwC IFRS talks - podcasts om IFRS,Tax & Accounting,Danish,Denmark-12401
Endnu en dansk regel er EU-stridig,Government & Controls,Danish,Denmark-12561
"Nyt fra CFOdirect: leasing, finansielle instrumenter og meget mere",Business & Management,Danish,Denmark-12410
Kritik i sag om behandling af oplysninger om opsagt medarbejder,Business & Management,Danish,Denmark-13250
Salg af ombygget fast ejendom? Så er der behov for ekstra opmærksomhed,Industry,Danish,Denmark-12031
XXIII Encuesta Mundial de CEOs,Business & Management,Spanish,Spain-1106
Jesús Romero - Socio de Consultoría del equipo de Ciberseguridad,Technology,Spanish,Spain-664
Realidad y perspectivas de la IA en España 2018,Technology,Spanish,Spain-1811
Tendencias del Mercado Inmobiliario en Europa 2018,Industry,Spanish,Spain-1954
Energía,Industry,Spanish,Spain-2467
Optimismo del consumidor - Descarga,Industry,Spanish,Spain-1974
Contacta con Servicios Fiscales y Legales - People & Organisation,Tax & Accounting,Spanish,Spain-1381
Transparencia en el reporting fiscal: ¿Qué están publicando las compañías del IBEX 35?. Publicaciones Legal y Fiscal PwC España,Tax & Accounting,Spanish,Spain-1727
Encuesta Mundial - Estado Seguridad de la Información 2018,Technology,Spanish,Spain-1067
Alberto Monreal - Socio responsable - Procedimientos tributarios,Tax & Accounting,Spanish,Spain-319
¿Cómo podemos dar solución a los grandes problemas sociales globales?,Business & Management,Spanish,Spain-1830
La Realidad Aumentada y la Virtual tendrán un impacto de hasta 15 billones de dólares en la economía mundial en 20305 billones de dólares en la economía mundial en 20305 billones de dólares en la economía mundial en 20305 billones de dólares en la economía mundial en 20305 billones de dólares en la economía mundial en 20305 billones de dólares en la economía mundial en 2030,Technology,Spanish,Spain-2316
Reglamento Europeo de Protección de Datos. Protección de datos desde el diseño y por defecto Reglamento Europeo de Protección de Datos.,Government & Controls,Spanish,Spain-1331
Fundaciones corporativas: El alma de las empresas,Business & Management,Spanish,Spain-1707
Sostenibilidad y cambio climático,Business & Management,Spanish,Spain-2377
Contacte - Transporte y logística,Industry,Spanish,Spain-2866
Fiscalidad corporativa - Asesoramiento legal y fiscal - PwC España,Tax & Accounting,Spanish,Spain-219
PwC elegida mejor consultora en tesorería del mundo elegida mejor consultora en tesorería del mundo ,Tax & Accounting,Spanish,Spain-2158
Asesoramiento al directivo,Business & Management,Spanish,Spain-2524
Encuesta Mundial de CEOs 2018 - Telecomunicaciones,Technology,Spanish,Spain-1821
XX Encuesta Mundial de CEOs - Infraestructuras,Business & Management,Spanish,Spain-1497
Las empresas medianas afirman que la digitalización es clave,Business & Management,Spanish,Spain-2281
La digitalización y las nuevas expectativas de los consumidores ponen en juego un mercado de 46 billones de dólares en el sector logístico,Industry,Spanish,Spain-2134
Observatorio Industria Hotelera Invierno 2015-2016,Industry,Spanish,Spain-1872
ecretaría Digital. Una solución integral para la digitalización del área de la Secretaría General y del Consejo de Administración,Technology,Spanish,Spain-1000
Consulting Inmobiliario y Construcción,Industry,Spanish,Spain-281
Áreas de práctica en servicios legales y fiscales de PwC España,Tax & Accounting,Spanish,Spain-2481
Solo el 30% de la financiación de las empresas en España procede de mercados distintos al bancario,Finance,Spanish,Spain-2010
Obligatoriedad de registro de la jornada de trabajo,Business & Management,Spanish,Spain-1320
Reglamento Europeo de Protección de Datos. Medidas de Seguridad Reglamento Europeo de Protección de Datos. ,Government & Controls,Spanish,Spain-1335
Carrera Profesional,Business & Management,Spanish,Spain-2730
Disrupción,Business & Management,Spanish,Spain-2859
International Impact of Automation,Technology,Spanish,Spain-1806
Las empresas no satisfacen las demandas del nuevo cliente digital debido a su bajo grado de integración tecnológica,Technology,Spanish,Spain-2039
Los bajos tipos de interés se sitúan por primera vez como el principal riesgo del sector asegurador en España,Finance,Spanish,Spain-2101
Contacta Strategy& - Informe Sucesión de los CEOS 2018,Business & Management,Spanish,Spain-1424
Novedades Laborales nº 118,Business & Management,Spanish,Spain-1741
XX Encuesta Mundial de CEOs - Transporte y Logística,Industry,Spanish,Spain-1878
Movilidad global y coronavirus: Cómo salir reforzados en tiempos inciertos,Business & Management,Spanish,Spain-989
La fulgurante evolución de los eSports,Industry,Spanish,Spain-1617
PwC se compromete a alcanzar las cero emisiones netas en todo el mundo en 2030,Business & Management,Spanish,Spain-2354
La generación femenina del milenio,Business & Management,Spanish,Spain-1504
Las grandes empresas españolas marcan el camino para combatir el cambio climático,Business & Management,Spanish,Spain-2229
Encuesta mundial de Tesorería 2014,Tax & Accounting,Spanish,Spain-1695
España reduce hasta las 158 horas al año el tiempo que dedican las empresas a cumplir con Hacienda ,Tax & Accounting,Spanish,Spain-2153
El mundo en 2033: un partido sin árbitro,Government & Controls,Spanish,Spain-1635
Encuesta mundial sobre fraude y delito económico 2018,Government & Controls,Spanish,Spain-1155
Gobierno corporativo - Gracias,Government & Controls,Spanish,Spain-1188
Nuevos modelos de negocio - Descarga,Business & Management,Spanish,Spain-1972
"Diversidad & Talento, ¿Te atreves?",Business & Management,Spanish,Spain-1502
Contacte - Pharma,Industry,Spanish,Spain-1426
Lucas Palomar - Socio de Fusiones y adquisiciones,Finance,Spanish,Spain-746
Trébol: la solución integral de Real Estate de PwC,Industry,Spanish,Spain-1958
Cómo invertir con éxito en India,Government & Controls,Spanish,Spain-1676
Digital - Financiero,Technology,Spanish,Spain-1058
Contacta con Transacciones - Fusiones y Adquisiciones (M&A),Finance,Spanish,Spain-1415
PwC en el Mobile World Congress 2016,Technology,Spanish,Spain-2578
Asesoría fiscal y legal en el sector sanitario,Industry,Spanish,Spain-2518
Solución Derecho de la Competencia,Government & Controls,Spanish,Spain-162
Breves Energía - Proyecto de modificación de la Ley del Sector de Hidrocarburos,Industry,Spanish,Spain-1599
Retail & Consumo,Industry,Spanish,Spain-2463
Encuesta Mundial de CEOs 2019 - Tecnología,Technology,Spanish,Spain-1808
Rediseña tu estrategia de ciberseguridad y adáptala a los nuevos tiempos,Technology,Spanish,Spain-1852
Álvaro Torres - Socio PwC Tax & Legal Services,Tax & Accounting,Spanish,Spain-346
Real Decreto-ley para hacer frente a un Brexit sin acuerdo,Government & Controls,Spanish,Spain-265
Contacta - Digital - Administraciones públicas,Government & Controls,Spanish,Spain-1395
Las empresas españolas dedican 2 días al mes para cumplir con Hacienda,Tax & Accounting,Spanish,Spain-2000
Los avances científicos y tecnológicos y los cambios demográficos revitalizarán el sector farmacéutico mundial en 2020,Industry,Spanish,Spain-2026
Pensiones,Finance,Spanish,Spain-2532
La digitalización entre las grandes amenazas,Technology,Spanish,Spain-2173
El 60% de las principales empresas de España y Portugal iniciaron un desacoplamiento entre las emisiones de CO2 y el crecimiento de la empresa,Business & Management,Spanish,Spain-2126
Pharma 2020: de la visión a la decisión,Industry,Spanish,Spain-1743
Las fundaciones españolas mejoran en buen gobierno y transparencia,Government & Controls,Spanish,Spain-2183
XIX Encuesta mundial de CEOs,Business & Management,Spanish,Spain-1440
Reestructuraciones,Finance,Spanish,Spain-1032
Contacta con servicios digitales en transacciones,Finance,Spanish,Spain-1393
Entertainment and Media Outlook 2017 - 2021. España,Industry,Spanish,Spain-1121
Encuesta mundial de la empresa familiar 2016,Business & Management,Spanish,Spain-1594
Más de la mitad de las empresas españolas fueron víctimas de algún delito económico en los últimos dos años,Government & Controls,Spanish,Spain-2044
Riesgos financieros y de insolvencia derivados de la crisis económica,Tax & Accounting,Spanish,Spain-998
La industria de los medios y el entretenimiento avanza hacia un modelo fundamentado en las transacciones digitales,Industry,Spanish,Spain-2045
"Yolanda Cano, directora responsable de de Imposición Indirecta",Tax & Accounting,Spanish,Spain-943
XX Encuesta Mundial CEOs - Productos Industriales,Business & Management,Spanish,Spain-1750
Observatorio de la Industria Hotelera Española - Primavera 2017,Industry,Spanish,Spain-1866
Consenso Económico - Tercer trimestre de 2017 - ¿Está en riesgo el futuro de las Pensiones?,Finance,Spanish,Spain-1569
¿Está la tecnología Blockchain provocando una evolución o una revolución en el sector de energía?,Industry,Spanish,Spain-1596
Precios de transferencia,Tax & Accounting,Spanish,Spain-2436
La economía española en 2033,Government & Controls,Spanish,Spain-1630
Transformación digital,Technology,Spanish,Spain-1036
La prensa experimentará una caída de los ingresos del 21% en los próximos cinco años a pesar del aumento de la publicidad digital,Industry,Spanish,Spain-2124
Brexit: Lo único seguro es que habrá cambios,Government & Controls,Spanish,Spain-254
La personalización y el vídeo bajo demanda impulsan el sector de entretenimiento,Industry,Spanish,Spain-2296
"Álvaro Sánchez Herrero, Socio de PwC Tax & Legal Services",Tax & Accounting,Spanish,Spain-344
El recorrido de PwC en diversidad,Business & Management,Spanish,Spain-1503
Gemma Moral Marcos - Socia de Banking and Finance,Finance,Spanish,Spain-588
Descarga - Temas candentes de la economía catalana,Government & Controls,Spanish,Spain-1588
Estudio de la Profesión de Auditoría Interna 2018,Tax & Accounting,Spanish,Spain-214
¿Preparados para un Brexit sin acuerdo?,Government & Controls,Spanish,Spain-255
España se sitúa por encima del promedio mundial en la reducción de las emisiones de carbono en 2016 con un 58%,Business & Management,Spanish,Spain-2161
XX Encuesta Mundial de CEOs,Business & Management,Spanish,Spain-2873
Transformar el capital humano,Business & Management,Spanish,Spain-304
Diversidad e Inclusión,Business & Management,Spanish,Spain-114
"Certificación EQUAL-Salary,Certificación EQUAL-Salary,Certificación EQUAL-Salary,Certificación EQUAL-Salary",Business & Management,Spanish,Spain-2526
Madrid y Barcelona entre las diez ciudades europeas en las que más crecerá la rentabilidad hotelera en 2016 y 2017,Industry,Spanish,Spain-2147
España entre los países que más disminuyeron la intensidad de sus emisiones en 2018 ,Business & Management,Spanish,Spain-2284
¿Habrá nueva reforma tributaria en Estados Unidos?,Tax & Accounting,Spanish,Spain-1098
La frontera del dato - PwC España,Technology,Spanish,Spain-1051
Contacta con Servicios Fiscales y Legales - Regulación digital,Tax & Accounting,Spanish,Spain-1383
¿Qué significan los resultados de las elecciones para la atención médica?,Industry,Spanish,Spain-1776
Líneas estratégicas: Fundación PwC,Business & Management,Spanish,Spain-1171
Reglamento Europeo de Protección de Datos: One-Stop Shop Reglamento Europeo de Protección de Datos: One-Stop Shop,Government & Controls,Spanish,Spain-1328
Gobierno Corporativo,Government & Controls,Spanish,Spain-1187
Gracias - Transporte y logística,Industry,Spanish,Spain-2867
Los expertos creen que la reforma de la Ley General Tributaria no mejorará la conflictividad ni la seguridad jurídica,Tax & Accounting,Spanish,Spain-2084
Las tablets y los smartphones impulsarán el crecimiento del mercado de los medios de comunicación y ocio en los próximos cinco años,Industry,Spanish,Spain-1998
Contacte - Real Estate - Solución Trébol,Industry,Spanish,Spain-1389
Observatorio de la Industria Hotelera Española - Verano 2018,Industry,Spanish,Spain-1885
El valor de las salidas a bolsa en Europa cae un 40% en 2012 pero muestra algunos síntomas de recuperación,Finance,Spanish,Spain-2030
Asesoramiento al directivo,Business & Management,Spanish,Spain-173
Tendencias del Mercado Inmobiliario en Europa 2017,Industry,Spanish,Spain-1952
España mejora sus datos en integración laboral femenina pero sigue a la cola de la OCDE ,Business & Management,Spanish,Spain-2338
Contacte - Sanidad,Industry,Spanish,Spain-2365
ibex-35-empresas-fortune-global-500,Finance,Spanish,Spain-1211
Novedades en la cumplimentación de las declaraciones resumen anuales de IVA e IRPF,Tax & Accounting,Spanish,Spain-1297
¿En qué hay que transformar la Administración Pública española?,Government & Controls,Spanish,Spain-1785
La televisión y la publicidad en internet tirarán del sector de Entretenimiento y Medios en que crecerá un 29% hasta 2020,Industry,Spanish,Spain-2137
La mujer directiva en España,Business & Management,Spanish,Spain-1689
Baremo concursal - Primer semestre 2017,Tax & Accounting,Spanish,Spain-1669
¿Quieres formar parte del Club Alumni?,Business & Management,Spanish,Spain-82
Reglamento Europeo de Protección de Datos: Transferencia internacional de datos,Government & Controls,Spanish,Spain-1329
Diseño organizativo,Business & Management,Spanish,Spain-2449
Gobierno Corporativo,Government & Controls,Spanish,Spain-1184
Gracias - Entertainment and Media Outlook 2019-2023. España,Industry,Spanish,Spain-1132
Deals. Las personas en las transacciones,Finance,Spanish,Spain-2456
Riesgos financieros - Auditoría y Assurance - PwC España,Tax & Accounting,Spanish,Spain-221
Data y Analytics,Technology,Spanish,Spain-2743
Nuevos modelos de negocio - 2018 Global Consumer Insights Survey,Business & Management,Spanish,Spain-1971
Alberto Monreal - Socio responsable - Procedimientos tributarios,Tax & Accounting,Spanish,Spain-322
XXI Encuesta Mundial de CEOs,Business & Management,Spanish,Spain-1101
Making 5G pay - Cómo monetizar la revolución del 5G,Technology,Spanish,Spain-1824
Nueva normalidad: la vuelta al trabajo,Business & Management,Spanish,Spain-991
Las empresas aumentan sus presupuestos en ciberseguridad para combatir el aumento de los ciberataques por la pandemia,Technology,Spanish,Spain-2334
Nueva app de PwC España para ipad e iphone,Technology,Spanish,Spain-1891
El sector hotelero espera un invierno estable,Industry,Spanish,Spain-2320
Álvaro Torres - Socio PwC Tax & Legal Services,Tax & Accounting,Spanish,Spain-347
Gestión de riesgos financieros,Finance,Spanish,Spain-207
Data y Analytics,Technology,Spanish,Spain-2609
Fiscalidad corporativa,Tax & Accounting,Spanish,Spain-2432
Carrera Profesional,Business & Management,Spanish,Spain-2731
"La tecnología, principal factor disruptivo",Technology,Spanish,Spain-1439
"PwC apagará las luces de su sede en Madrid para luchar, de forma simbólica, contra el cambio climático",Business & Management,Spanish,Spain-2017
Los empresarios catalanes piden estabilidad política para sacar todo el potencial de la economía de Cataluña,Government & Controls,Spanish,Spain-2280
PwC y la CEHAT cierran un acuerdo para asesorar a los hoteleros en la presentación de los ERTE por causas productivas,Industry,Spanish,Spain-2352
Descifrando el futuro. Las claves de la transformación de la banca en Latinoamérica en un mundo global,Finance,Spanish,Spain-1639
XIX Encuesta Mundial de CEOs de Productos Industriales Papel Forest Envases e Industria Química Papel Forest Envases e Industria Química,Business & Management,Spanish,Spain-1445
Contacta con Transacciones - Forensic Services,Government & Controls,Spanish,Spain-1414
Reglamento Europeo de Protección de Datos. La Seudonimización Reglamento Europeo de Protección de Datos. ,Government & Controls,Spanish,Spain-1336
Tecnología Medios y Telecomunicaciones,Technology,Spanish,Spain-2469
Observatorio de la Industria Hotelera Española - Invierno 2017,Industry,Spanish,Spain-1881
PwC refuerza su equipo directivo en el País Vasco con Aitor Soloeta y Estíbaliz Pérez,Business & Management,Spanish,Spain-2312
Consolidación del sector bancario en Europa: La experiencia española (I),Finance,Spanish,Spain-1500
ClosinGap presenta un ambicioso plan con quince acuerdos voluntarios para cerrar las brechas de género en España,Business & Management,Spanish,Spain-2274
Implicaciones contables de los efectos del COVID-19,Tax & Accounting,Spanish,Spain-983
Auditoría y Assurance,Tax & Accounting,Spanish,Spain-187
Ciberseguridad,Technology,Spanish,Spain-1044
El dinero en 2033,Finance,Spanish,Spain-1625
Estimular la innovación,Business & Management,Spanish,Spain-291
PwC designado nuevo auditor de Abengoa,Tax & Accounting,Spanish,Spain-220
Sostenibilidad asesoría empresarial para desarrollo sostenible PwC. ,Business & Management,Spanish,Spain-2408
XX Encuesta Mundial de CEOs - Tecnología,Technology,Spanish,Spain-1819
Mejoran las perspectivas del sector hotelero de cara al segundo trimestre del año a  pesar de la incertidumbre política y financiera,Industry,Spanish,Spain-2148
Cayetano Soler Morella - Socio responsable de Transporte y Logística,Industry,Spanish,Spain-468
El valor de las salidas a bolsa se recupera en el tercer trimestre y alcanza los 4.417 millones de euros,Finance,Spanish,Spain-1992
"Unión Bancaria, el precio de la estabilidad",Finance,Spanish,Spain-1658
Healthcare: ¿Una brecha digital?,Industry,Spanish,Spain-1771
Estudio sobre el estado de la profesión de Auditoría Interna de 2014,Tax & Accounting,Spanish,Spain-1466
El sector editorial español caerá un 03% hasta 2020,Industry,Spanish,Spain-2125
Tendencias del mercado inmobiliario Europa 2014,Industry,Spanish,Spain-1494
Consejos de Administración de empresas cotizadas (séptima edición),Business & Management,Spanish,Spain-1706
Novedades Laborales Nº 112,Business & Management,Spanish,Spain-1735
Contacta con Servicios Fiscales y Legales - Asesoramiento en pensiones,Finance,Spanish,Spain-1369
Entretenimiento y Medios Outlook 2019,Industry,Spanish,Spain-2593
Salvador Nacenta - Seguros,Finance,Spanish,Spain-908
Turismo transporte y logística - Asesoramiento legal y fiscal ,Industry,Spanish,Spain-169
PwC incorpora a Jaume Clotet para liderar el Área Digital en Cataluña,Technology,Spanish,Spain-2260
Asesoría fiscal y legal en el sector seguros,Finance,Spanish,Spain-2520
Transacciones - Digital,Finance,Spanish,Spain-1052
Conclusiones del webcast: Multinacionales frente a la crisis del COVID-19: perspectiva fiscal de la reestructuración de los modelos de negocio,Business & Management,Spanish,Spain-990
Observatorio de la industria hotelera en el verano 2016,Industry,Spanish,Spain-1869
Revisa tu presupuesto de ciberseguridad para optimizarlo al máximo,Technology,Spanish,Spain-1849
La volatilidad de los mercados provoca la caída en el valor de las OPVs en Europa en el tercer trimestre de 2015,Finance,Spanish,Spain-2099
Diseño organizativo,Business & Management,Spanish,Spain-177
La economía española en 2033,Government & Controls,Spanish,Spain-1582
Sector Público,Government & Controls,Spanish,Spain-2367
Informe anual 2016,Tax & Accounting,Spanish,Spain-1200
Contacta con Servicios Fiscales y Legales - Derecho laboral,Tax & Accounting,Spanish,Spain-1374
M&A Fiscal - Asesoramiento legal y fiscal - PwC España,Finance,Spanish,Spain-103
Centros de Servicios Compartidos. Cambiar estructuras para optimizar,Business & Management,Spanish,Spain-1778
XX Encuesta Mundial de CEOs - Seguros,Finance,Spanish,Spain-1791
La capitalización bursátil de las 100 mayores empresas del mundo marca una cifra récord con 21 billones de dólares,Finance,Spanish,Spain-2273
Sucesión de los CEOS 2018,Business & Management,Spanish,Spain-2430
El autoconsumo tendrá un impacto limitado de 102 millones de euros en los consumidores eléctricos,Industry,Spanish,Spain-2097
Integrated Compliance - Temas clave - PwC España,Government & Controls,Spanish,Spain-2580
Principales conclusiones del informe - XVIII Encuesta mundial CEOs,Business & Management,Spanish,Spain-1438
Confianza del consumidor - 2018 Global Consumer Insights Survey,Industry,Spanish,Spain-1962
